,idx,airspeed,wing_angle,roll_eff,pitch_eff,yaw_eff
0,0,0.0,0.0,0.0003591951423745176,0.0008905663001223136,-0.00037186270844988885
1,0,0.0,0.0,-0.00022123746678555695,0.0009534388517520972,-0.00034505050053434836
2,0,0.0,0.0,0.0002775285436683394,0.0008197097193348122,-0.00035334182011783754
3,0,0.0,0.0,-0.00011718586871261313,0.0008668863640928158,-0.00034718932152938604
4,0,0.0,0.0,0.00036433107498744233,0.0010105894800010197,-0.00038696400466771495
5,0,0.0,0.0,0.0002474889677543951,0.0011338828267703036,-0.0004092528154934326
6,0,0.0,0.0,-0.0018321181487636175,0.0015430086839171673,-0.000515355312839754
7,1,0.0,0.0,-0.009553713243299466,7.514694673059637e-05,0.0002509137253480854
8,1,0.0,0.0,-0.008527915565996783,3.601252304792331e-05,0.00019708525286509123
9,1,0.0,0.0,-0.00895503279099032,3.7580823528405574e-05,0.00020109261895230352
10,1,0.0,0.0,-0.008706396077739981,-3.7522572869921975e-05,0.0002191791541643492
11,1,0.0,0.0,-0.013188536590713614,-0.0007258910491567824,-0.00013084367114848754
12,2,0.0,0.0,7.270949263484919e-05,-0.000943558464573783,-0.0003084950977452969
13,2,0.0,0.0,-0.0005676008818599023,-0.0009375703094429067,-0.000326692289248218
14,2,0.0,0.0,-0.0010213128176404546,-0.0010484880324140235,-0.00033809430382863585
15,2,0.0,0.0,-0.0004383046572088825,-0.0008701845162113571,-0.0003056109520560048
16,2,0.0,0.0,0.0023984314211861492,-0.0018145666451743966,-0.0007125335754213703
17,3,0.0,0.0,0.008679587471442967,-5.8632873132558574e-05,0.0006252558094570919
18,3,0.0,0.0,0.008731317980833903,-3.103957723192418e-05,0.0005207940734352508
19,3,0.0,0.0,0.010495167812577328,-9.832380715715496e-05,0.0006277459243348956
20,3,0.0,0.0,0.006644914626608635,-2.5326583343619887e-05,0.0008594340792207724
21,3,0.0,0.32079633362529325,0.010073081131614264,-0.001514903023009162,0.0005653138679597652
22,0,0.0,0.32079633362529325,6.205808128954814e-05,0.0008220170639254998,-0.0003388958988068211
23,0,0.0,0.32079633362529325,-0.00010599394355982143,0.001096394701984662,-0.0003903812983734157
24,0,0.0,0.32079633362529325,-0.00022595616676553148,0.0010469906491046804,-0.0003661092439384238
25,0,0.0,0.32079633362529325,-0.0003295414023795609,0.0010639525417294833,-0.00043488232702822404
26,0,0.0,0.32079633362529325,-0.002070991398392143,0.001732476678736232,-0.0004682879374771715
27,1,0.0,0.32079633362529325,-0.005854239485448614,0.000692955292872827,0.0002542732115938379
28,1,0.0,0.32079633362529325,-0.007294150702630854,0.0009296976533448315,0.00020497821097581288
29,1,0.0,0.32079633362529325,-0.007471323296158319,0.0009540204535240725,0.00022430686518163268
30,1,0.0,0.32079633362529325,-0.006808786958448598,0.0007733520855133609,0.00025910245560653025
31,1,0.0,0.32079633362529325,-0.009229218978383098,0.0008611326919663342,-4.5283210449672954e-05
32,2,0.0,0.32079633362529325,0.000228698566351944,-0.0009119936506678678,-0.00031510799149789476
33,2,0.0,0.32079633362529325,-3.267683361848735e-05,-0.0011130192187889674,-0.0003388867241557477
34,2,0.0,0.32079633362529325,-0.00018138701268354318,-0.0010722736970530335,-0.00027338467973417286
35,2,0.0,0.32079633362529325,0.0002006885686917039,-0.0008744500800276643,-0.0003257006631176468
36,2,0.0,0.32079633362529325,0.009575311669003987,-0.003628526647074581,-0.0005052302577181969
37,3,0.0,0.32079633362529325,0.00637037464824245,-0.000702912199580834,0.0005212425382245333
38,3,0.0,0.32079633362529325,0.007464240101382349,-0.0009035831121997418,0.0005046874226548057
39,3,0.0,0.32079633362529325,0.006591066675965179,-0.0007458566853658079,0.0005793229866876013
40,3,0.0,0.32079633362529325,0.0072477219504897,-0.0008008632143980747,0.0005045251373306643
